No.,ESTADO,CEVEM,MEDIO,SIGLAS,EMISORA,MATERIAL,VERSIÓN,TIPO ACTOR,ACTOR,FECHA TRANSMISIÓN,HORA TRANSMISIÓN,CALIFICACIÓN,NOMBRE CONCESIONARIO,TIPO CONCESIÓN,NOMBRE DE ESTACIÓN,TIPO MEDIO,MEDIO (RADIO/TELEVISIÓN)
1,YUCATAN,146-VALLADOLID,91.9,XHMET-FM,XHMET-FM-91.9,RA00142-23,CATÁLOGO 2023_RADIO_MAYA,AE,IEPAC,2023-11-08,18:37:34,EXCEDENTE,"Radio Valladolid, S.A. de C.V.",RADIO CONCESIONADO,"Xeme, La Poderosa de Oriente",FM  ,RADIO
2,YUCATAN,146-VALLADOLID,91.9,XHMET-FM,XHMET-FM-91.9,RA00783-23,C4_SD_FECHA LÍMITE TRÁMITES REGISTRALES RE_0923_RD,AE,INE,2023-11-08,18:38:15,EXCEDENTE,"Radio Valladolid, S.A. de C.V.",RADIO CONCESIONADO,"Xeme, La Poderosa de Oriente",FM  ,RADIO
3,YUCATAN,146-VALLADOLID,CANAL23.2,XHKYU-TDT,XHKYU-TDT-CANAL23.2,RV00799-23,JUSTICIA MORENA,PP,MORENA,2023-11-13,14:53:32,EXCEDENTE,"Televisión Azteca III, S.A. de C.V.",TELEVISION CONCESIONADO,ADN 40,TDT,TELEVISIÓN
4,YUCATAN,146-VALLADOLID,92.7,XHUM-FM,XHUM-FM-92.7,RA00379-23,ACCIONES AFIRMATIVAS 2023,AE,TEPJF,2023-11-13,19:24:51,EXCEDENTE,"Medios Electrónicos de Valladolid, S.A. de C.V.",RADIO CONCESIONADO,S/D,FM  ,RADIO
5,YUCATAN,146-VALLADOLID,92.7,XHUM-FM,XHUM-FM-92.7,RA00142-23,CATÁLOGO 2023_RADIO_MAYA,AE,IEPAC,2023-11-13,19:25:21,EXCEDENTE,"Medios Electrónicos de Valladolid, S.A. de C.V.",RADIO CONCESIONADO,S/D,FM  ,RADIO
6,YUCATAN,146-VALLADOLID,92.7,XHUM-FM,XHUM-FM-92.7,RA00883-23,DAMOS RESULTADOS V1,PP,PRI,2023-11-13,19:25:52,EXCEDENTE,"Medios Electrónicos de Valladolid, S.A. de C.V.",RADIO CONCESIONADO,S/D,FM  ,RADIO
7,YUCATAN,146-VALLADOLID,CANAL24,XHVAD-TDT,XHVAD-TDT-CANAL24,RV00081-20,VALORES 2020 MAYA_TELEVISIÓN ,AE,IEPAC,2023-11-16,22:55:16,EXCEDENTE,"Televisión Azteca III, S.A. de C.V.",TELEVISION CONCESIONADO,Azteca 7,TDT,TELEVISIÓN
8,YUCATAN,146-VALLADOLID,CANAL24,XHVAD-TDT,XHVAD-TDT-CANAL24,RV00827-23,PRE GOB YUC MANIFESTO RB V2,PP,PAN,2023-11-16,22:55:46,EXCEDENTE,"Televisión Azteca III, S.A. de C.V.",TELEVISION CONCESIONADO,Azteca 7,TDT,TELEVISIÓN
9,YUCATAN,146-VALLADOLID,CANAL32.2,XHVTT-TDT,XHVTT-TDT-CANAL32.2,RV00699-23,C1_SA_CONVOCATORIA SE-CAE_1023_TV,AE,INE,2023-11-19,09:08:44,EXCEDENTE,"Televimex, S.A. de C.V.",TELEVISION CONCESIONADO,Canal 5,TDT,TELEVISIÓN
10,YUCATAN,146-VALLADOLID,CANAL32.2,XHVTT-TDT,XHVTT-TDT-CANAL32.2,RV00661-23,C1_SA_REGISTRO EN LA LNERE VMRE RE_0923_TV,AE,INE,2023-11-19,09:10:14,EXCEDENTE,"Televimex, S.A. de C.V.",TELEVISION CONCESIONADO,Canal 5,TDT,TELEVISIÓN
11,YUCATAN,146-VALLADOLID,CANAL32.2,XHVTT-TDT,XHVTT-TDT-CANAL32.2,RV00699-23,C1_SA_CONVOCATORIA SE-CAE_1023_TV,AE,INE,2023-11-19,09:10:44,EXCEDENTE,"Televimex, S.A. de C.V.",TELEVISION CONCESIONADO,Canal 5,TDT,TELEVISIÓN
12,YUCATAN,146-VALLADOLID,CANAL32,XHVTT-TDT,XHVTT-TDT-CANAL32,RV00661-23,C1_SA_REGISTRO EN LA LNERE VMRE RE_0923_TV,AE,INE,2023-11-19,09:29:30,EXCEDENTE,"Televimex, S.A. de C.V.",TELEVISION CONCESIONADO,Las Estrellas,TDT,TELEVISIÓN
13,YUCATAN,146-VALLADOLID,CANAL32.2,XHVTT-TDT,XHVTT-TDT-CANAL32.2,RV00811-23,PROG SOC VERDE YUCATÁN,PP,PVEM,2023-11-19,10:09:24,EXCEDENTE,"Televimex, S.A. de C.V.",TELEVISION CONCESIONADO,Canal 5,TDT,TELEVISIÓN
14,YUCATAN,146-VALLADOLID,CANAL32,XHVTT-TDT,XHVTT-TDT-CANAL32,RV00811-23,PROG SOC VERDE YUCATÁN,PP,PVEM,2023-11-19,10:40:14,EXCEDENTE,"Televimex, S.A. de C.V.",TELEVISION CONCESIONADO,Las Estrellas,TDT,TELEVISIÓN
15,YUCATAN,146-VALLADOLID,CANAL32.2,XHVTT-TDT,XHVTT-TDT-CANAL32.2,RV00136-23,CATALOGO2023_ESPAÑOL_V2,AE,IEPAC,2023-11-19,11:01:50,EXCEDENTE,"Televimex, S.A. de C.V.",TELEVISION CONCESIONADO,Canal 5,TDT,TELEVISIÓN
16,YUCATAN,146-VALLADOLID,CANAL32.2,XHVTT-TDT,XHVTT-TDT-CANAL32.2,RV00135-23,CATALOGO2023_MAYA_V2,AE,IEPAC,2023-11-19,11:02:50,EXCEDENTE,"Televimex, S.A. de C.V.",TELEVISION CONCESIONADO,Canal 5,TDT,TELEVISIÓN
17,YUCATAN,146-VALLADOLID,CANAL32,XHVTT-TDT,XHVTT-TDT-CANAL32,RV00136-23,CATALOGO2023_ESPAÑOL_V2,AE,IEPAC,2023-11-19,11:34:58,EXCEDENTE,"Televimex, S.A. de C.V.",TELEVISION CONCESIONADO,Las Estrellas,TDT,TELEVISIÓN
18,YUCATAN,146-VALLADOLID,CANAL32,XHVTT-TDT,XHVTT-TDT-CANAL32,RV00135-23,CATALOGO2023_MAYA_V2,AE,IEPAC,2023-11-19,11:35:59,EXCEDENTE,"Televimex, S.A. de C.V.",TELEVISION CONCESIONADO,Las Estrellas,TDT,TELEVISIÓN
19,YUCATAN,146-VALLADOLID,91.9,XHMET-FM,XHMET-FM-91.9,RA00953-23,PRE GOB YUC TRANSFORMACIÓN RB,PP,PAN,2023-11-19,12:33:38,EXCEDENTE,"Radio Valladolid, S.A. de C.V.",RADIO CONCESIONADO,"Xeme, La Poderosa de Oriente",FM  ,RADIO
20,YUCATAN,146-VALLADOLID,CANAL32,XHVTT-TDT,XHVTT-TDT-CANAL32,RV00655-23,C4_SD_FECHA LÍMITE CAMBIO DE DOMICILIO RE_0923_TV,AE,INE,2023-11-19,15:11:18,EXCEDENTE,"Televimex, S.A. de C.V.",TELEVISION CONCESIONADO,Las Estrellas,TDT,TELEVISIÓN
21,YUCATAN,146-VALLADOLID,CANAL32.2,XHVTT-TDT,XHVTT-TDT-CANAL32.2,RV00655-23,C4_SD_FECHA LÍMITE CAMBIO DE DOMICILIO RE_0923_TV,AE,INE,2023-11-19,15:25:40,EXCEDENTE,"Televimex, S.A. de C.V.",TELEVISION CONCESIONADO,Canal 5,TDT,TELEVISIÓN
22,YUCATAN,146-VALLADOLID,CANAL32.2,XHVTT-TDT,XHVTT-TDT-CANAL32.2,RV00659-23,C4_SD_FECHA LÍMITE RENOVACIÓN DE LA INE RE_0923_TV,AE,INE,2023-11-19,16:37:46,EXCEDENTE,"Televimex, S.A. de C.V.",TELEVISION CONCESIONADO,Canal 5,TDT,TELEVISIÓN
23,YUCATAN,146-VALLADOLID,CANAL32,XHVTT-TDT,XHVTT-TDT-CANAL32,RV00659-23,C4_SD_FECHA LÍMITE RENOVACIÓN DE LA INE RE_0923_TV,AE,INE,2023-11-19,16:53:06,EXCEDENTE,"Televimex, S.A. de C.V.",TELEVISION CONCESIONADO,Las Estrellas,TDT,TELEVISIÓN
24,YUCATAN,146-VALLADOLID,CANAL32.2,XHVTT-TDT,XHVTT-TDT-CANAL32.2,RV00700-23,C5_SA_APP CANDIDATURAS INDEPENDIENTES_1023_TV,AE,INE,2023-11-19,17:31:44,EXCEDENTE,"Televimex, S.A. de C.V.",TELEVISION CONCESIONADO,Canal 5,TDT,TELEVISIÓN
25,YUCATAN,146-VALLADOLID,CANAL32,XHVTT-TDT,XHVTT-TDT-CANAL32,RV00699-23,C1_SA_CONVOCATORIA SE-CAE_1023_TV,AE,INE,2023-11-19,18:01:15,EXCEDENTE,"Televimex, S.A. de C.V.",TELEVISION CONCESIONADO,Las Estrellas,TDT,TELEVISIÓN
26,YUCATAN,146-VALLADOLID,91.9,XHMET-FM,XHMET-FM-91.9,RA00953-23,PRE GOB YUC TRANSFORMACIÓN RB,PP,PAN,2023-11-19,19:36:59,EXCEDENTE,"Radio Valladolid, S.A. de C.V.",RADIO CONCESIONADO,"Xeme, La Poderosa de Oriente",FM  ,RADIO
27,YUCATAN,146-VALLADOLID,CANAL32,XHVTT-TDT,XHVTT-TDT-CANAL32,RV00699-23,C1_SA_CONVOCATORIA SE-CAE_1023_TV,AE,INE,2023-11-19,21:24:12,EXCEDENTE,"Televimex, S.A. de C.V.",TELEVISION CONCESIONADO,Las Estrellas,TDT,TELEVISIÓN
28,YUCATAN,146-VALLADOLID,CANAL32.2,XHVTT-TDT,XHVTT-TDT-CANAL32.2,RV00699-23,C1_SA_CONVOCATORIA SE-CAE_1023_TV,AE,INE,2023-11-19,21:39:52,EXCEDENTE,"Televimex, S.A. de C.V.",TELEVISION CONCESIONADO,Canal 5,TDT,TELEVISIÓN
29,YUCATAN,146-VALLADOLID,CANAL32.2,XHVTT-TDT,XHVTT-TDT-CANAL32.2,RV00699-23,C1_SA_CONVOCATORIA SE-CAE_1023_TV,AE,INE,2023-11-19,22:49:50,EXCEDENTE,"Televimex, S.A. de C.V.",TELEVISION CONCESIONADO,Canal 5,TDT,TELEVISIÓN
30,YUCATAN,146-VALLADOLID,91.9,XHMET-FM,XHMET-FM-91.9,RA00953-23,PRE GOB YUC TRANSFORMACIÓN RB,PP,PAN,2023-11-19,23:16:14,EXCEDENTE,"Radio Valladolid, S.A. de C.V.",RADIO CONCESIONADO,"Xeme, La Poderosa de Oriente",FM  ,RADIO
31,YUCATAN,146-VALLADOLID,CANAL32.2,XHVTT-TDT,XHVTT-TDT-CANAL32.2,RV00112-23,PT ES LA 4T,PP,PT,2023-11-19,23:46:20,EXCEDENTE,"Televimex, S.A. de C.V.",TELEVISION CONCESIONADO,Canal 5,TDT,TELEVISIÓN
32,YUCATAN,146-VALLADOLID,CANAL32,XHVTT-TDT,XHVTT-TDT-CANAL32,RV00112-23,PT ES LA 4T,PP,PT,2023-11-19,23:55:05,EXCEDENTE,"Televimex, S.A. de C.V.",TELEVISION CONCESIONADO,Las Estrellas,TDT,TELEVISIÓN
33,YUCATAN,146-VALLADOLID,CANAL32,XHVTT-TDT,XHVTT-TDT-CANAL32,RV00737-23,DAMOS RESULTADOS V1,PP,PRI,2023-11-20,06:13:39,EXCEDENTE,"Televimex, S.A. de C.V.",TELEVISION CONCESIONADO,Las Estrellas,TDT,TELEVISIÓN
34,YUCATAN,146-VALLADOLID,CANAL32.2,XHVTT-TDT,XHVTT-TDT-CANAL32.2,RV00737-23,DAMOS RESULTADOS V1,PP,PRI,2023-11-20,06:17:04,EXCEDENTE,"Televimex, S.A. de C.V.",TELEVISION CONCESIONADO,Canal 5,TDT,TELEVISIÓN
35,YUCATAN,146-VALLADOLID,CANAL32,XHVTT-TDT,XHVTT-TDT-CANAL32,RV00135-23,CATALOGO2023_MAYA_V2,AE,IEPAC,2023-11-20,07:16:28,EXCEDENTE,"Televimex, S.A. de C.V.",TELEVISION CONCESIONADO,Las Estrellas,TDT,TELEVISIÓN
36,YUCATAN,146-VALLADOLID,CANAL32,XHVTT-TDT,XHVTT-TDT-CANAL32,RV00136-23,CATALOGO2023_ESPAÑOL_V2,AE,IEPAC,2023-11-20,07:16:58,EXCEDENTE,"Televimex, S.A. de C.V.",TELEVISION CONCESIONADO,Las Estrellas,TDT,TELEVISIÓN
37,YUCATAN,146-VALLADOLID,CANAL32.2,XHVTT-TDT,XHVTT-TDT-CANAL32.2,RV00135-23,CATALOGO2023_MAYA_V2,AE,IEPAC,2023-11-20,07:18:28,EXCEDENTE,"Televimex, S.A. de C.V.",TELEVISION CONCESIONADO,Canal 5,TDT,TELEVISIÓN
38,YUCATAN,146-VALLADOLID,CANAL32.2,XHVTT-TDT,XHVTT-TDT-CANAL32.2,RV00136-23,CATALOGO2023_ESPAÑOL_V2,AE,IEPAC,2023-11-20,07:18:58,EXCEDENTE,"Televimex, S.A. de C.V.",TELEVISION CONCESIONADO,Canal 5,TDT,TELEVISIÓN
39,YUCATAN,146-VALLADOLID,CANAL32.2,XHVTT-TDT,XHVTT-TDT-CANAL32.2,RV00699-23,C1_SA_CONVOCATORIA SE-CAE_1023_TV,AE,INE,2023-11-20,08:13:32,EXCEDENTE,"Televimex, S.A. de C.V.",TELEVISION CONCESIONADO,Canal 5,TDT,TELEVISIÓN
40,YUCATAN,146-VALLADOLID,CANAL32.2,XHVTT-TDT,XHVTT-TDT-CANAL32.2,RV00135-23,CATALOGO2023_MAYA_V2,AE,IEPAC,2023-11-20,08:15:32,EXCEDENTE,"Televimex, S.A. de C.V.",TELEVISION CONCESIONADO,Canal 5,TDT,TELEVISIÓN
41,YUCATAN,146-VALLADOLID,CANAL32.2,XHVTT-TDT,XHVTT-TDT-CANAL32.2,RV00656-23,C4_SD_FECHA LÍMITE INSCRIPCIÓN AL PADRÓN ELECTORAL RE_0923_TV,AE,INE,2023-11-20,08:16:04,EXCEDENTE,"Televimex, S.A. de C.V.",TELEVISION CONCESIONADO,Canal 5,TDT,TELEVISIÓN
42,YUCATAN,146-VALLADOLID,CANAL32,XHVTT-TDT,XHVTT-TDT-CANAL32,RV00699-23,C1_SA_CONVOCATORIA SE-CAE_1023_TV,AE,INE,2023-11-20,08:44:50,EXCEDENTE,"Televimex, S.A. de C.V.",TELEVISION CONCESIONADO,Las Estrellas,TDT,TELEVISIÓN
43,YUCATAN,146-VALLADOLID,CANAL32,XHVTT-TDT,XHVTT-TDT-CANAL32,RV00135-23,CATALOGO2023_MAYA_V2,AE,IEPAC,2023-11-20,08:46:48,EXCEDENTE,"Televimex, S.A. de C.V.",TELEVISION CONCESIONADO,Las Estrellas,TDT,TELEVISIÓN
44,YUCATAN,146-VALLADOLID,CANAL32,XHVTT-TDT,XHVTT-TDT-CANAL32,RV00656-23,C4_SD_FECHA LÍMITE INSCRIPCIÓN AL PADRÓN ELECTORAL RE_0923_TV,AE,INE,2023-11-20,08:47:20,EXCEDENTE,"Televimex, S.A. de C.V.",TELEVISION CONCESIONADO,Las Estrellas,TDT,TELEVISIÓN
45,YUCATAN,146-VALLADOLID,CANAL32.2,XHVTT-TDT,XHVTT-TDT-CANAL32.2,RV00135-23,CATALOGO2023_MAYA_V2,AE,IEPAC,2023-11-20,10:16:40,EXCEDENTE,"Televimex, S.A. de C.V.",TELEVISION CONCESIONADO,Canal 5,TDT,TELEVISIÓN
46,YUCATAN,146-VALLADOLID,CANAL32,XHVTT-TDT,XHVTT-TDT-CANAL32,RV00135-23,CATALOGO2023_MAYA_V2,AE,IEPAC,2023-11-20,10:38:56,EXCEDENTE,"Televimex, S.A. de C.V.",TELEVISION CONCESIONADO,Las Estrellas,TDT,TELEVISIÓN
47,YUCATAN,146-VALLADOLID,CANAL32.2,XHVTT-TDT,XHVTT-TDT-CANAL32.2,RV00775-23,PARA CAMBIR EL RUMBO MIX,PP,PAN,2023-11-20,11:11:46,EXCEDENTE,"Televimex, S.A. de C.V.",TELEVISION CONCESIONADO,Canal 5,TDT,TELEVISIÓN
48,YUCATAN,146-VALLADOLID,CANAL32,XHVTT-TDT,XHVTT-TDT-CANAL32,RV00775-23,PARA CAMBIR EL RUMBO MIX,PP,PAN,2023-11-20,11:43:14,EXCEDENTE,"Televimex, S.A. de C.V.",TELEVISION CONCESIONADO,Las Estrellas,TDT,TELEVISIÓN
49,YUCATAN,146-VALLADOLID,CANAL32.2,XHVTT-TDT,XHVTT-TDT-CANAL32.2,RV00135-23,CATALOGO2023_MAYA_V2,AE,IEPAC,2023-11-20,12:05:01,EXCEDENTE,"Televimex, S.A. de C.V.",TELEVISION CONCESIONADO,Canal 5,TDT,TELEVISIÓN
50,YUCATAN,146-VALLADOLID,CANAL32.2,XHVTT-TDT,XHVTT-TDT-CANAL32.2,RV00775-23,PARA CAMBIR EL RUMBO MIX,PP,PAN,2023-11-20,12:06:32,EXCEDENTE,"Televimex, S.A. de C.V.",TELEVISION CONCESIONADO,Canal 5,TDT,TELEVISIÓN
51,YUCATAN,146-VALLADOLID,CANAL32,XHVTT-TDT,XHVTT-TDT-CANAL32,RV00135-23,CATALOGO2023_MAYA_V2,AE,IEPAC,2023-11-20,12:18:18,EXCEDENTE,"Televimex, S.A. de C.V.",TELEVISION CONCESIONADO,Las Estrellas,TDT,TELEVISIÓN
52,YUCATAN,146-VALLADOLID,CANAL32,XHVTT-TDT,XHVTT-TDT-CANAL32,RV00775-23,PARA CAMBIR EL RUMBO MIX,PP,PAN,2023-11-20,12:19:48,EXCEDENTE,"Televimex, S.A. de C.V.",TELEVISION CONCESIONADO,Las Estrellas,TDT,TELEVISIÓN
53,YUCATAN,146-VALLADOLID,CANAL32.2,XHVTT-TDT,XHVTT-TDT-CANAL32.2,RV00775-23,PARA CAMBIR EL RUMBO MIX,PP,PAN,2023-11-20,13:12:00,EXCEDENTE,"Televimex, S.A. de C.V.",TELEVISION CONCESIONADO,Canal 5,TDT,TELEVISIÓN
54,YUCATAN,146-VALLADOLID,CANAL32,XHVTT-TDT,XHVTT-TDT-CANAL32,RV00775-23,PARA CAMBIR EL RUMBO MIX,PP,PAN,2023-11-20,13:15:45,EXCEDENTE,"Televimex, S.A. de C.V.",TELEVISION CONCESIONADO,Las Estrellas,TDT,TELEVISIÓN
55,YUCATAN,146-VALLADOLID,CANAL32,XHVTT-TDT,XHVTT-TDT-CANAL32,RV00737-23,DAMOS RESULTADOS V1,PP,PRI,2023-11-20,15:11:31,EXCEDENTE,"Televimex, S.A. de C.V.",TELEVISION CONCESIONADO,Las Estrellas,TDT,TELEVISIÓN
56,YUCATAN,146-VALLADOLID,CANAL32.2,XHVTT-TDT,XHVTT-TDT-CANAL32.2,RV00737-23,DAMOS RESULTADOS V1,PP,PRI,2023-11-20,15:14:02,EXCEDENTE,"Televimex, S.A. de C.V.",TELEVISION CONCESIONADO,Canal 5,TDT,TELEVISIÓN
57,YUCATAN,146-VALLADOLID,CANAL32,XHVTT-TDT,XHVTT-TDT-CANAL32,RV00136-23,CATALOGO2023_ESPAÑOL_V2,AE,IEPAC,2023-11-20,17:16:36,EXCEDENTE,"Televimex, S.A. de C.V.",TELEVISION CONCESIONADO,Las Estrellas,TDT,TELEVISIÓN
58,YUCATAN,146-VALLADOLID,CANAL32.2,XHVTT-TDT,XHVTT-TDT-CANAL32.2,RV00136-23,CATALOGO2023_ESPAÑOL_V2,AE,IEPAC,2023-11-20,17:36:09,EXCEDENTE,"Televimex, S.A. de C.V.",TELEVISION CONCESIONADO,Canal 5,TDT,TELEVISIÓN
59,YUCATAN,146-VALLADOLID,CANAL32,XHVTT-TDT,XHVTT-TDT-CANAL32,RV00135-23,CATALOGO2023_MAYA_V2,AE,IEPAC,2023-11-20,18:19:28,EXCEDENTE,"Televimex, S.A. de C.V.",TELEVISION CONCESIONADO,Las Estrellas,TDT,TELEVISIÓN
60,YUCATAN,146-VALLADOLID,CANAL27,XHTMYU-TDT,XHTMYU-TDT-CANAL27,RV00837-23,CO_LINEAMIENTOS PERSONAS FUNCIONARIAS PÚBLICAS_1023_TV,AE,INE,2023-11-20,18:27:37,EXCEDENTE,"Telsusa Televisión México, S.A. de C.V.",TELEVISION CONCESIONADO,Canal 13,TDT,TELEVISIÓN
61,YUCATAN,146-VALLADOLID,CANAL32.2,XHVTT-TDT,XHVTT-TDT-CANAL32.2,RV00135-23,CATALOGO2023_MAYA_V2,AE,IEPAC,2023-11-20,18:51:54,EXCEDENTE,"Televimex, S.A. de C.V.",TELEVISION CONCESIONADO,Canal 5,TDT,TELEVISIÓN
62,YUCATAN,146-VALLADOLID,CANAL32,XHVTT-TDT,XHVTT-TDT-CANAL32,RV00775-23,PARA CAMBIR EL RUMBO MIX,PP,PAN,2023-11-20,19:16:29,EXCEDENTE,"Televimex, S.A. de C.V.",TELEVISION CONCESIONADO,Las Estrellas,TDT,TELEVISIÓN
63,YUCATAN,146-VALLADOLID,CANAL32.2,XHVTT-TDT,XHVTT-TDT-CANAL32.2,RV00775-23,PARA CAMBIR EL RUMBO MIX,PP,PAN,2023-11-20,19:46:31,EXCEDENTE,"Televimex, S.A. de C.V.",TELEVISION CONCESIONADO,Canal 5,TDT,TELEVISIÓN
64,YUCATAN,146-VALLADOLID,CANAL32,XHVTT-TDT,XHVTT-TDT-CANAL32,RV00775-23,PARA CAMBIR EL RUMBO MIX,PP,PAN,2023-11-20,20:14:06,EXCEDENTE,"Televimex, S.A. de C.V.",TELEVISION CONCESIONADO,Las Estrellas,TDT,TELEVISIÓN
65,YUCATAN,146-VALLADOLID,CANAL32.2,XHVTT-TDT,XHVTT-TDT-CANAL32.2,RV00775-23,PARA CAMBIR EL RUMBO MIX,PP,PAN,2023-11-20,20:27:05,EXCEDENTE,"Televimex, S.A. de C.V.",TELEVISION CONCESIONADO,Canal 5,TDT,TELEVISIÓN
66,YUCATAN,146-VALLADOLID,CANAL32,XHVTT-TDT,XHVTT-TDT-CANAL32,RV00135-23,CATALOGO2023_MAYA_V2,AE,IEPAC,2023-11-20,21:15:18,EXCEDENTE,"Televimex, S.A. de C.V.",TELEVISION CONCESIONADO,Las Estrellas,TDT,TELEVISIÓN
67,YUCATAN,146-VALLADOLID,CANAL32.2,XHVTT-TDT,XHVTT-TDT-CANAL32.2,RV00135-23,CATALOGO2023_MAYA_V2,AE,IEPAC,2023-11-20,21:47:30,EXCEDENTE,"Televimex, S.A. de C.V.",TELEVISION CONCESIONADO,Canal 5,TDT,TELEVISIÓN
68,YUCATAN,146-VALLADOLID,CANAL32.2,XHVTT-TDT,XHVTT-TDT-CANAL32.2,RV00699-23,C1_SA_CONVOCATORIA SE-CAE_1023_TV,AE,INE,2023-11-20,22:19:46,EXCEDENTE,"Televimex, S.A. de C.V.",TELEVISION CONCESIONADO,Canal 5,TDT,TELEVISIÓN
69,YUCATAN,146-VALLADOLID,CANAL32.2,XHVTT-TDT,XHVTT-TDT-CANAL32.2,RV00136-23,CATALOGO2023_ESPAÑOL_V2,AE,IEPAC,2023-11-20,22:20:16,EXCEDENTE,"Televimex, S.A. de C.V.",TELEVISION CONCESIONADO,Canal 5,TDT,TELEVISIÓN
70,YUCATAN,146-VALLADOLID,CANAL32,XHVTT-TDT,XHVTT-TDT-CANAL32,RV00699-23,C1_SA_CONVOCATORIA SE-CAE_1023_TV,AE,INE,2023-11-20,22:20:48,EXCEDENTE,"Televimex, S.A. de C.V.",TELEVISION CONCESIONADO,Las Estrellas,TDT,TELEVISIÓN
71,YUCATAN,146-VALLADOLID,CANAL32,XHVTT-TDT,XHVTT-TDT-CANAL32,RV00136-23,CATALOGO2023_ESPAÑOL_V2,AE,IEPAC,2023-11-20,22:21:18,EXCEDENTE,"Televimex, S.A. de C.V.",TELEVISION CONCESIONADO,Las Estrellas,TDT,TELEVISIÓN
72,YUCATAN,146-VALLADOLID,CANAL32,XHVTT-TDT,XHVTT-TDT-CANAL32,RV00135-23,CATALOGO2023_MAYA_V2,AE,IEPAC,2023-11-21,06:09:44,EXCEDENTE,"Televimex, S.A. de C.V.",TELEVISION CONCESIONADO,Las Estrellas,TDT,TELEVISIÓN
73,YUCATAN,146-VALLADOLID,CANAL32.2,XHVTT-TDT,XHVTT-TDT-CANAL32.2,RV00135-23,CATALOGO2023_MAYA_V2,AE,IEPAC,2023-11-21,06:16:50,EXCEDENTE,"Televimex, S.A. de C.V.",TELEVISION CONCESIONADO,Canal 5,TDT,TELEVISIÓN
74,YUCATAN,146-VALLADOLID,CANAL32,XHVTT-TDT,XHVTT-TDT-CANAL32,RV00775-23,PARA CAMBIR EL RUMBO MIX,PP,PAN,2023-11-21,07:17:06,EXCEDENTE,"Televimex, S.A. de C.V.",TELEVISION CONCESIONADO,Las Estrellas,TDT,TELEVISIÓN
75,YUCATAN,146-VALLADOLID,CANAL32.2,XHVTT-TDT,XHVTT-TDT-CANAL32.2,RV00775-23,PARA CAMBIR EL RUMBO MIX,PP,PAN,2023-11-21,07:17:46,EXCEDENTE,"Televimex, S.A. de C.V.",TELEVISION CONCESIONADO,Canal 5,TDT,TELEVISIÓN
76,YUCATAN,146-VALLADOLID,CANAL32.2,XHVTT-TDT,XHVTT-TDT-CANAL32.2,RV00135-23,CATALOGO2023_MAYA_V2,AE,IEPAC,2023-11-21,08:13:22,EXCEDENTE,"Televimex, S.A. de C.V.",TELEVISION CONCESIONADO,Canal 5,TDT,TELEVISIÓN
